gene,title,journal,year,PMID,DOI,evidence_grade,study_type,summary,evidence_categories,publication_types,mesh_terms
SPON2,"Structure of the F-spondin domain of mindin, an integrin ligand and pattern recognition molecule.",The EMBO journal,2009,19153605,10.1038/emboj.2008.288,C,Structural laboratory study,Structural study examines the mindin domain involved in integrin binding and pattern recognition.,Mechanism; Experimental evidence,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.","Amino Acid Sequence; Animals; Binding Sites; Calcium; Cell Adhesion; Cell Line; Crystallography, X-Ray; Extracellular Matrix Proteins; Humans; Integrins; Lipopolysaccharides; Mannose; Mass Spectrometry; Mice; Models, Molecular; Molecular Sequence Data; Protein Binding; Protein Structure, Secondary; Protein Structure, Tertiary; Receptors, Pattern Recognition; Repetitive Sequences, Amino Acid; Static Electricity"
SPON2,The pattern-recognition molecule mindin binds integrin Mac-1 to promote macrophage phagocytosis via Syk activation and NF-κB p65 translocation.,Journal of cellular and molecular medicine,2019,30869196,10.1111/jcmm.14236,C,Laboratory/animal study,Experimental macrophage study reports mindin binding to Mac-1 and promotion of phagocytosis-related signaling.,Mechanism; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Base Sequence; Cell Nucleus; Extracellular Matrix Proteins; HEK293 Cells; Humans; Macrophage-1 Antigen; Macrophages; Mice; Mice, Knockout; Phagocytosis; Phosphorylation; Protein Binding; Protein Domains; Protein Transport; RAW 264.7 Cells; Receptors, Pattern Recognition; Syk Kinase; Transcription Factor RelA"
TCL1A,"TCL1A, B Cell Regulation and Tolerance in Renal Transplantation.",Cells,2021,34206047,10.3390/cells10061367,B,Review,"PubMed abstract evidence: Among proposed biomarkers, T-cell Leukemia/Lymphoma protein 1A (TCL1A) has been observed as overexpressed in the peripheral blood of operational tolerant patients in several studies.",Review; Mechanism; Biomarker,"Journal Article; Research Support, Non-U.S. Gov't; Review",B-Lymphocytes; Cell Differentiation; Humans; Interleukin-10; Kidney Transplantation; Proto-Oncogene Proteins; Proto-Oncogene Proteins c-akt; T-Lymphocytes; Transplantation Tolerance
TCL1A,TCL1A-expressing B cells are critical for tertiary lymphoid structure formation and the prognosis of oral squamous cell carcinoma.,Journal of translational medicine,2024,38764038,10.1186/s12967-024-05292-7,B,Human single-cell/transcriptomic study,PubMed abstract evidence: We utilized tissue microarray data for 146 OSCC clinical samples and RNA sequencing data of 359 OSCC samples from The Cancer Genome Atlas (TCGA) to investigate the role of T-cell leukemia 1 A (TCL1A) in OSCC prognosis.,Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Prognosis; Mouth Neoplasms; Tertiary Lymphoid Structures; B-Lymphocytes; Carcinoma, Squamous Cell; Female; Proto-Oncogene Proteins; Male; Gene Expression Regulation, Neoplastic; Middle Aged; Cell Line, Tumor; Cell Proliferation"
TCL1A,TCL1A in naïve B cells as a therapeutic target for type 1 diabetes.,EBioMedicine,2025,39946833,10.1016/j.ebiom.2025.105593,B,Human single-cell/transcriptomic study,"PubMed abstract evidence: Specifically, the population of naïve B cells increased in patients with newly diagnosed T1D who expressed elevated levels of the AKT kinase coactivator TCL1A.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Diabetes Mellitus, Type 1; Animals; Humans; B-Lymphocytes; Mice; Proto-Oncogene Proteins; Mice, Inbred NOD; Female; Disease Models, Animal; Male; Single-Cell Analysis; RNA, Small Interfering; Phosphorylation; Proto-Oncogene Proteins c-akt"
TRAT1,The Roles and Mechanisms of TRAT1 in the Progression of Non-Small Cell Lung Cancer.,Current medical science,2022,36184729,10.1007/s11596-022-2625-1,A,Human study,PubMed abstract evidence: OBJECTIVE: T cell receptor-associated transmembrane adaptor 1 (TRAT1) is one of the hub genes regulating T cell receptors (TCRs).,Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Carcinoma, Non-Small-Cell Lung; Down-Regulation; Lung Neoplasms; Phosphatidylinositol 3-Kinases; Smoking; Tumor Microenvironment; Membrane Proteins; Adaptor Proteins, Signal Transducing"
TRAT1,T cell receptor associated transmembrane adaptor 1 (TRAT1) modulates human Th17 and Treg responses via PI3-kinase and STAT dependent mechanisms.,Cell communication and signaling : CCS,2025,41074026,10.1186/s12964-025-02429-z,A,Human laboratory study,"PubMed abstract evidence: T cell Receptor Associated Transmembrane Adaptor 1 (TRAT1) has been implicated in modulating TCR complex stability, but its functional role in human effector and regulatory CD4⁺ T cell subsets remains poorly understood.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; T-Lymphocytes, Regulatory; Th17 Cells; Signal Transduction; Phosphatidylinositol 3-Kinases; STAT Transcription Factors; Adaptor Proteins, Signal Transducing; CRISPR-Cas Systems"
TRAT1,The BET degrader BETd-246 demonstrated significant anti-tumor efficacy in T-cell acute lymphoblastic leukemia by inhibiting TRAT1.,Experimental cell research,2025,41076046,10.1016/j.yexcr.2025.114791,A,Human and laboratory/animal study,PubMed abstract evidence: RNA sequencing analysis indicated significant downregulation of T-cell receptor (TCR)-associated transmembrane adaptor 1 (TRAT1) expression in T-ALL cells treated with BETd-246.,Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Precursor T-Cell Lymphoblastic Leukemia-Lymphoma; Animals; Cell Proliferation; Mice; Apoptosis; Xenograft Model Antitumor Assays; Antineoplastic Agents; Cell Line, Tumor; Transcription Factors"
TYROBP,Microglial TYROBP/DAP12 in Alzheimer's disease: Transduction of physiological and pathological signals across TREM2.,Molecular neurodegeneration,2022,36002854,10.1186/s13024-022-00552-w,B,Review,PubMed abstract evidence: TYROBP (also known as DAP12 or KARAP) is a transmembrane adaptor protein initially described as a receptor-activating subunit component of natural killer (NK) cells.,Review; Biomarker,"Journal Article; Review; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural","Adaptor Proteins, Signal Transducing; Alzheimer Disease; Amyloidosis; Animals; Brain; Disease Models, Animal; Membrane Glycoproteins; Membrane Proteins; Mice; Microglia; Receptors, Immunologic; Tauopathies"
TYROBP,Trem2/Tyrobp Signaling Protects Against Aortic Dissection and Rupture by Inhibiting Macrophage Activation in Mice.,"Arteriosclerosis, thrombosis, and vascular biology",2025,39508103,10.1161/ATVBAHA.124.321429,B,Human single-cell/transcriptomic study,"PubMed abstract evidence: The Trem2 (triggering receptor expressed on myeloid cells 2)/Tyrobp (TYRO protein tyrosine kinase-binding protein) signaling pathway critically regulates innate immunity and has emerged as an important target in cardiovascular diseases; however, its role in AD remains unclear.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Animals; Aortic Dissection; Membrane Glycoproteins; Signal Transduction; Mice, Knockout; Mice; Humans; Disease Models, Animal; Receptors, Immunologic; Macrophage Activation; Adaptor Proteins, Signal Transducing; Macrophages; Mice, Inbred C57BL; Male; Membrane Proteins; Aortic Aneurysm"
TYROBP,Monoallelic TYROBP deletion is a novel risk factor for Alzheimer's disease.,Molecular neurodegeneration,2025,40301889,10.1186/s13024-025-00830-3,B,Human study,"PubMed abstract evidence: Biallelic loss-of-function variants in TYROBP and TREM2 cause autosomal recessive presenile dementia with bone cysts known as Nasu-Hakola disease (NHD, alternatively polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy, PLOSL).",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, N.I.H., Extramural","Humans; Alzheimer Disease; Risk Factors; Male; Female; Membrane Proteins; Adaptor Proteins, Signal Transducing; Middle Aged; Genetic Predisposition to Disease; Aged; Alleles; Osteochondrodysplasias; Finland; Subacute Sclerosing Panencephalitis; Lipodystrophy"
VPREB3,The pre-B-cell receptor associated protein VpreB3 is a useful diagnostic marker for identifying c-MYC translocated lymphomas.,Haematologica,2010,20823132,10.3324/haematol.2010.025767,A,Human laboratory study,"PubMed abstract evidence: Recent profiling studies unexpectedly revealed abundant transcripts of one member of the VpreB family, VpreB3, in a subset of mature B cells and Burkitt lymphoma.",Association; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","B-Lymphocytes; Biomarkers, Tumor; Blotting, Western; Burkitt Lymphoma; Cell Line, Tumor; Gene Expression Profiling; Germinal Center; Humans; Immunohistochemistry; Lymphoma, B-Cell; Lymphoma, Large B-Cell, Diffuse; Pre-B Cell Receptors; Proto-Oncogene Proteins c-myc; Survival Analysis"
VPREB3,The combined expression of VPREB3 and ID3 represents a new helpful tool for the routine diagnosis of mature aggressive B-cell lymphomas.,Hematological oncology,2014,24493312,10.1002/hon.2094,A,Human laboratory study,"PubMed abstract evidence: In particular, mutations in the transcription factors ID3 and TCF3, leading to overexpression of B-cell receptor components such as VPREB3, have been shown to be specific for Burkitt lymphoma (BL) and play an important tumourigenic role by mediating the activation of the pro-survival phosphatidylinositol-3-OH kinase pathway.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Biomarkers, Tumor; Cell Line, Tumor; DNA-Binding Proteins; Disease Progression; Gene Expression; Gene Expression Profiling; Genes, myc; Humans; Immunohistochemistry; Inhibitor of Differentiation Proteins; Lymphoid Tissue; Lymphoma, B-Cell; Neoplasm Grading; Neoplasm Proteins; Pre-B Cell Receptors; Proto-Oncogene Proteins c-bcl-2; Proto-Oncogene Proteins c-bcl-6"
VPREB3,Pre-B Lymphocyte Protein 3 (VPREB3) Expression in the Adrenal Cortex: Precedent for non-Immunological Roles in Normal and Neoplastic Human Tissues.,Endocrine pathology,2015,25861052,10.1007/s12022-015-9366-7,A,Human laboratory study,PubMed abstract evidence: The pre-B lymphocyte protein 3 (VPREB3) is expressed during B cell differentiation and in subsets of mature B lymphocytes and is mainly found in bone marrow and lymphoid tissue germinative centers.,Association; Biomarker; Experimental evidence,Journal Article,"Adenoma; Adrenal Cortex; Adrenal Cortex Neoplasms; Aldosterone; Angiotensin II; G Protein-Coupled Inwardly-Rectifying Potassium Channels; Gene Expression Regulation, Neoplastic; Humans; Metabolic Networks and Pathways; Mutation; Pre-B Cell Receptors; Tumor Cells, Cultured"
